IR,conf,kulc,lhs,lift,rhs,sup_lhs
0.2,1,0.9,"['道路保洁', '积存垃圾渣土']",8,"['其他区域堆放施工废弃料', '城市管理']",0.1
0.142857143,0.8,0.733333333,"['道路保洁', '城市管理']",5.333333333,"['其他区域堆放施工废弃料', '积存垃圾渣土']",0.125
0.2,1,0.9,"['道路保洁', '其他区域堆放施工废弃料']",8,"['城市管理', '积存垃圾渣土']",0.1
0,0.8,0.8,['道路保洁'],6.4,"['其他区域堆放施工废弃料', '城市管理', '积存垃圾渣土']",0.125
0.692307692,1,0.653846154,"['道路破损', '下水井盖', '上水井盖']",3.076923077,['城市管理'],0.1
0.6,1,0.7,"['道路破损', '城市管理', '上水井盖']",4,['下水井盖'],0.1
0.5,1,0.75,"['城市管理', '下水井盖', '上水井盖']",5,['道路破损'],0.1
0.333333333,1,0.833333333,"['道路破损', '上水井盖']",6.666666667,"['城市管理', '下水井盖']",0.1
0.142857143,0.8,0.733333333,"['下水井盖', '上水井盖']",5.333333333,"['道路破损', '城市管理']",0.125
0.333333333,1,0.833333333,"['城市管理', '上水井盖']",6.666666667,"['道路破损', '下水井盖']",0.1
0.142857143,0.8,0.733333333,['上水井盖'],5.333333333,"['道路破损', '城市管理', '下水井盖']",0.125
0.333333333,1,0.833333333,"['道路保洁', '城市管理', '垃圾臭味扰民', '积存垃圾渣土']",6.666666667,['其他区域堆放施工废弃料'],0.1
0.2,1,0.9,"['道路保洁', '其他区域堆放施工废弃料', '城市管理', '积存垃圾渣土']",8,['垃圾臭味扰民'],0.1
0.333333333,1,0.833333333,"['道路保洁', '其他区域堆放施工废弃料', '城市管理', '垃圾臭味扰民']",6.666666667,['积存垃圾渣土'],0.1
0.2,1,0.9,"['其他区域堆放施工废弃料', '城市管理', '垃圾臭味扰民', '积存垃圾渣土']",8,['道路保洁'],0.1
0.692307692,1,0.653846154,"['道路保洁', '其他区域堆放施工废弃料', '垃圾臭味扰民', '积存垃圾渣土']",3.076923077,['城市管理'],0.1
0.2,1,0.9,"['道路保洁', '城市管理', '积存垃圾渣土']",8,"['其他区域堆放施工废弃料', '垃圾臭味扰民']",0.1
0.333333333,1,0.833333333,"['道路保洁', '城市管理', '垃圾臭味扰民']",6.666666667,"['其他区域堆放施工废弃料', '积存垃圾渣土']",0.1
0,1,1,"['城市管理', '垃圾臭味扰民', '积存垃圾渣土']",10,"['道路保洁', '其他区域堆放施工废弃料']",0.1
0.2,1,0.9,"['道路保洁', '垃圾臭味扰民', '积存垃圾渣土']",8,"['其他区域堆放施工废弃料', '城市管理']",0.1
0.2,1,0.9,"['道路保洁', '其他区域堆放施工废弃料', '城市管理']",8,"['垃圾臭味扰民', '积存垃圾渣土']",0.1
0.2,0.8,0.9,"['其他区域堆放施工废弃料', '城市管理', '积存垃圾渣土']",8,"['道路保洁', '垃圾臭味扰民']",0.125
0,1,1,"['道路保洁', '其他区域堆放施工废弃料', '积存垃圾渣土']",10,"['城市管理', '垃圾臭味扰民']",0.1
0,1,1,"['其他区域堆放施工废弃料', '城市管理', '垃圾臭味扰民']",10,"['道路保洁', '积存垃圾渣土']",0.1
0.2,1,0.9,"['道路保洁', '其他区域堆放施工废弃料', '垃圾臭味扰民']",8,"['城市管理', '积存垃圾渣土']",0.1
0,0.8,0.8,"['其他区域堆放施工废弃料', '垃圾臭味扰民', '积存垃圾渣土']",6.4,"['道路保洁', '城市管理']",0.125
0,0.8,0.8,"['道路保洁', '城市管理']",6.4,"['其他区域堆放施工废弃料', '垃圾臭味扰民', '积存垃圾渣土']",0.125
0,1,1,"['道路保洁', '积存垃圾渣土']",10,"['其他区域堆放施工废弃料', '城市管理', '垃圾臭味扰民']",0.1
0.2,1,0.9,"['道路保洁', '垃圾臭味扰民']",8,"['其他区域堆放施工废弃料', '城市管理', '积存垃圾渣土']",0.1
0.2,0.8,0.9,"['城市管理', '积存垃圾渣土']",8,"['道路保洁', '其他区域堆放施工废弃料', '垃圾臭味扰民']",0.125
0,1,1,"['城市管理', '垃圾臭味扰民']",10,"['道路保洁', '其他区域堆放施工废弃料', '积存垃圾渣土']",0.1
0.2,0.8,0.9,"['垃圾臭味扰民', '积存垃圾渣土']",8,"['道路保洁', '其他区域堆放施工废弃料', '城市管理']",0.125
0.2,0.8,0.9,"['其他区域堆放施工废弃料', '城市管理']",8,"['道路保洁', '垃圾臭味扰民', '积存垃圾渣土']",0.125
0,1,1,"['道路保洁', '其他区域堆放施工废弃料']",10,"['城市管理', '垃圾臭味扰民', '积存垃圾渣土']",0.1
0.2,0.8,0.9,"['其他区域堆放施工废弃料', '垃圾臭味扰民']",8,"['道路保洁', '城市管理', '积存垃圾渣土']",0.125
0.2,0.8,0.9,['道路保洁'],8,"['其他区域堆放施工废弃料', '城市管理', '垃圾臭味扰民', '积存垃圾渣土']",0.125
0.2,0.8,0.9,['垃圾臭味扰民'],8,"['道路保洁', '其他区域堆放施工废弃料', '城市管理', '积存垃圾渣土']",0.125
